Orthogroup	Nvec	Acer
OG0009847	NV2t019227002.1, NV2t019227001.1	KAK2572489.1
OG0009849	NV2t018186002.1, NV2t018186001.1	KAK2572518.1
OG0009851	NV2t022190001.1, NV2t022189001.1	KAK2572548.1
OG0009852	NV2t018934001.1, NV2t018934002.1	KAK2572589.1
OG0009853	NV2t010327002.1, NV2t010327001.1	KAK2572591.1
OG0009855	NV2t009747001.1	KAK2572633.1, KAK2572877.1
OG0009857	NV2t018305002.1, NV2t018305001.1	KAK2572726.1
OG0009859	NV2t010503001.1, NV2t022998001.1	KAK2572768.1
OG0009860	NV2t018452002.1, NV2t018452001.1	KAK2572788.1
OG0009861	NV2t010124002.1, NV2t010124001.1	KAK2572815.1
OG0009862	NV2t017635001.1	KAK2572865.1
OG0009863	NV2t010088001.1, NV2t010088002.1	KAK2572894.1
OG0009865	NV2t009970001.1	KAK2572959.1, KAK2572957.1
OG0009866	NV2t014569002.1, NV2t014569001.1	KAK2573004.1
OG0009867	NV2t014225002.1, NV2t014225001.1	KAK2573019.1
OG0009869	NV2t017900001.1	KAK2573086.1
OG0009870	NV2t010097002.1, NV2t010097001.1	KAK2573145.1
OG0009871	NV2t017978001.1	KAK2573166.1
OG0009873	NV2t010039002.1, NV2t010039001.1	KAK2573200.1
OG0009874	NV2t022292001.1	KAK2573209.1
OG0009875	NV2t014522002.1, NV2t014522001.1	KAK2573222.1
OG0009876	NV2t022529001.1	KAK2573261.1, KAK2573255.1
OG0009878	NV2t021728001.1, NV2t021729001.1	KAK2573288.1
OG0009879	NV2t022458001.1, NV2t022458002.1	KAK2573289.1
OG0009880	NV2t021651001.1, NV2t021651002.1	KAK2573337.1
OG0009881	NV2t012308002.1, NV2t012308001.1	KAK2573364.1
OG0009882	NV2t021629001.1, NV2t021629002.1	KAK2573384.1
OG0009883	NV2t021163001.1, NV2t021163002.1	KAK2573446.1
OG0009884	NV2t021716002.1, NV2t021716001.1	KAK2573455.1
OG0009886	NV2t022155002.1, NV2t022155001.1	KAK2573494.1
OG0009887	NV2t022320002.1, NV2t022320001.1	KAK2573527.1
OG0009889	NV2t022220001.1, NV2t022223001.1	KAK2573539.1
OG0009890	NV2t021743001.1	KAK2573672.1, KAK2573669.1
OG0009891	NV2t021982001.1	KAK2573723.1
OG0009892	NV2t022355003.1, NV2t022355001.1	KAK2573772.1
OG0009893	NV2t022648001.1	KAK2573788.1
OG0009894	NV2t021943001.1, NV2t021943002.1	KAK2573802.1
OG0009895	NV2t021836001.1, NV2t021836002.1	KAK2573825.1
OG0009896	NV2t022591001.1, NV2t022591002.1	KAK2573834.1
OG0009898	NV2t021394001.1, NV2t021394002.1	KAK2573890.1
OG0009899	NV2t016108001.1	KAK2573928.1
OG0009900	NV2t017124001.1, NV2t017124002.1	KAK2573937.1
OG0009901	NV2t016957001.1	KAK2574263.1, KAK2573977.1
OG0009902	NV2t016319001.1, NV2t025946001.1	KAK2574067.1
OG0009903	NV2t015421002.1, NV2t015421001.1	KAK2574124.1
OG0009906	NV2t015670001.1	KAK2574135.1, KAK2574615.1
OG0009908	NV2t015534001.1, NV2t015534002.1	KAK2574174.1
OG0009909	NV2t015727001.1, NV2t015720001.1	KAK2574183.1
OG0009911	NV2t015355001.1, NV2t015355002.1	KAK2574230.1
OG0009912	NV2t017305003.1, NV2t017305002.1	KAK2574233.1
OG0009913	NV2t016468001.1, NV2t016461001.1	KAK2574235.1
OG0009914	NV2t016739002.1, NV2t016739001.1	KAK2574283.1
OG0009916	NV2t002123002.1, NV2t002123001.1	KAK2574293.1
OG0009919	NV2t006483001.1, NV2t006483002.1	KAK2574328.1
OG0009922	NV2t016965001.1	KAK2574375.1, KAK2574376.1
OG0009923	NV2t016202002.1, NV2t016202001.1	KAK2574407.1
OG0009924	NV2t016338002.1, NV2t016338001.1	KAK2574482.1
OG0009927	NV2t016937001.1	KAK2574581.1
OG0009928	NV2t015907001.1, NV2t015907002.1	KAK2574583.1
OG0010658	NV2t025092001.1	KAK2567146.1
OG0010663	NV2t009505002.1	KAK2572700.1
OG0010664	NV2t010688001.1	KAK2548809.1
OG0010671	NV2t020362001.1	KAK2567514.1
OG0010681	NV2t005908003.1	KAK2546758.1
OG0010689	NV2t015467002.1	KAK2547011.1
OG0010694	NV2t013750001.1	KAK2547086.1
OG0010696	NV2t014597001.1	KAK2547095.1
OG0010701	NV2t010584001.1	KAK2547287.1
OG0010702	NV2t003617001.1	KAK2547331.1
OG0010704	NV2t001151001.1	KAK2547466.1
OG0010709	NV2t005235001.1	KAK2547664.1
OG0010710	NV2t012889001.1	KAK2547715.1
OG0010711	NV2t012914001.1	KAK2547720.1
OG0010712	NV2t012896001.1	KAK2547728.1
OG0010713	NV2t011662001.1	KAK2547731.1
OG0010714	NV2t011564001.1	KAK2547732.1
OG0010715	NV2t020335001.1	KAK2547733.1
OG0010716	NV2t010891001.1	KAK2547736.1
OG0010717	NV2t012510001.1	KAK2547746.1
OG0010719	NV2t023556001.1	KAK2547805.1
OG0010720	NV2t022869001.1	KAK2547813.1
OG0010721	NV2t025907001.1	KAK2547822.1
OG0010723	NV2t006163001.1	KAK2547856.1
OG0010724	NV2t006259001.1	KAK2547857.1
OG0010725	NV2t006032001.1	KAK2547868.1
OG0010728	NV2t012824001.1	KAK2547919.1
OG0010729	NV2t013959001.1	KAK2547941.1
OG0010730	NV2t015259001.1	KAK2547942.1
OG0010731	NV2t020211001.1	KAK2547946.1
OG0010732	NV2t014752001.1	KAK2547955.1
OG0010733	NV2t016962001.1	KAK2547956.1
OG0010734	NV2t015327001.1	KAK2547960.1
OG0010735	NV2t014751001.1	KAK2547964.1
OG0010736	NV2t000100001.1	KAK2547974.1
OG0010738	NV2t001640001.1	KAK2547989.1
OG0010739	NV2t002125001.1	KAK2547999.1
OG0010740	NV2t011594001.1	KAK2548009.1
OG0010741	NV2t013010001.1	KAK2548015.1
OG0010742	NV2t011897001.1	KAK2548016.1
OG0010743	NV2t011180001.1	KAK2548017.1
OG0010744	NV2t011895001.1	KAK2548018.1
OG0010747	NV2t004385001.1	KAK2548055.1
OG0010749	NV2t005283001.1	KAK2548146.1
OG0010752	NV2t021037001.1	KAK2548175.1
OG0010754	NV2t005949001.1	KAK2548213.1
OG0010755	NV2t005948001.1	KAK2548214.1
OG0010756	NV2t005704001.1	KAK2548220.1
OG0010757	NV2t006657001.1	KAK2548236.1
OG0010758	NV2t006441001.1	KAK2548252.1
OG0010759	NV2t006443001.1	KAK2548253.1
OG0010760	NV2t006444001.1	KAK2548254.1
OG0010761	NV2t006108001.1	KAK2548272.1
OG0010765	NV2t006180001.1	KAK2548332.1
OG0010766	NV2t006554001.1	KAK2548354.1
OG0010770	NV2t005568001.1	KAK2548431.1
OG0010771	NV2t005533001.1	KAK2548448.1
OG0010772	NV2t006552001.1	KAK2548452.1
OG0010773	NV2t006156001.1	KAK2548465.1
OG0010774	NV2t006549001.1	KAK2548468.1
OG0010779	NV2t016504001.1	KAK2548547.1
OG0010781	NV2t024340001.1	KAK2548555.1
OG0010784	NV2t016175001.1	KAK2548573.1
OG0010785	NV2t016176001.1	KAK2548574.1
OG0010786	NV2t012145001.1	KAK2548597.1
OG0010787	NV2t002472001.1	KAK2548606.1
OG0010788	NV2t003569001.1	KAK2548609.1
OG0010789	NV2t003922001.1	KAK2548619.1
OG0010790	NV2t002836001.1	KAK2548624.1
OG0010791	NV2t003149001.1	KAK2548627.1
OG0010792	NV2t003775001.1	KAK2548632.1
OG0010793	NV2t003217001.1	KAK2548636.1
OG0010795	NV2t002225002.1	KAK2548667.1
OG0010796	NV2t023368001.1	KAK2548682.1
OG0010797	NV2t024308001.1	KAK2548692.1
OG0010799	NV2t023374001.1	KAK2548701.1
OG0010800	NV2t023369001.1	KAK2548703.1
OG0010805	NV2t011105001.1	KAK2548808.1
OG0010806	NV2t002116001.1	KAK2548815.1
OG0010807	NV2t001940001.1	KAK2548819.1
OG0010808	NV2t000441001.1	KAK2548830.1
OG0010810	NV2t000945001.1	KAK2548917.1
OG0010811	NV2t005846001.1	KAK2548937.1
OG0010812	NV2t006124001.1	KAK2548951.1
OG0010813	NV2t006648001.1	KAK2548957.1
OG0010814	NV2t006644001.1	KAK2548960.1
OG0010815	NV2t022699001.1	KAK2549059.1
OG0010816	NV2t011890001.1	KAK2549063.1
OG0010817	NV2t008056001.1	KAK2549066.1
OG0010818	NV2t011217001.1	KAK2549076.1
OG0010821	NV2t001337001.1	KAK2549217.1
OG0010823	NV2t000587001.1	KAK2549264.1
OG0010827	NV2t017705001.1	KAK2549473.1
OG0010828	NV2t017961001.1	KAK2549477.1
OG0010829	NV2t017519001.1	KAK2549479.1
OG0010830	NV2t018628001.1	KAK2549487.1
OG0010831	NV2t025939001.1	KAK2549488.1
OG0010832	NV2t017966001.1	KAK2549511.1
OG0010833	NV2t018749001.1	KAK2549517.1
OG0010834	NV2t011447001.1	KAK2549534.1
OG0010835	NV2t012552001.1	KAK2549586.1
OG0010836	NV2t012553001.1	KAK2549587.1
OG0010837	NV2t012783001.1	KAK2549590.1
OG0010838	NV2t002777001.1	KAK2549598.1
OG0010839	NV2t003678001.1	KAK2549618.1
OG0010840	NV2t003677001.1	KAK2549619.1
OG0010841	NV2t003718001.1	KAK2549665.1
OG0010842	NV2t003698001.1	KAK2549678.1
OG0010843	NV2t015437001.1	KAK2549723.1
OG0010844	NV2t015883001.1	KAK2549733.1
OG0010845	NV2t015942001.1	KAK2549736.1
OG0010846	NV2t015388001.1	KAK2549768.1
OG0010847	NV2t017126001.1	KAK2549776.1
OG0010848	NV2t016336001.1	KAK2549779.1
OG0010849	NV2t016333001.1	KAK2549783.1
OG0010851	NV2t002998001.1	KAK2549892.1
OG0010852	NV2t002978001.1	KAK2549916.1
OG0010855	NV2t003249001.1	KAK2549944.1
OG0010857	NV2t004477001.1	KAK2549962.1
OG0010858	NV2t005467001.1	KAK2549972.1
OG0010859	NV2t004757001.1	KAK2549977.1
OG0010862	NV2t005151001.1	KAK2550020.1
OG0010863	NV2t004307001.1	KAK2550024.1
OG0010865	NV2t001400002.1	KAK2550054.1
OG0010867	NV2t002940001.1	KAK2550141.1
OG0010869	NV2t025964001.1	KAK2550181.1
OG0010870	NV2t009238003.1	KAK2550192.1
OG0010871	NV2t008729001.1	KAK2550216.1
OG0010872	NV2t009089001.1	KAK2550234.1
OG0010873	NV2t008890001.1	KAK2550235.1
OG0010876	NV2t013346001.1	KAK2550249.1
OG0010877	NV2t009023001.1	KAK2550253.1
OG0010878	NV2t022851004.1	KAK2550292.1
OG0010879	NV2t023580001.1	KAK2550346.1
OG0010880	NV2t022843001.1	KAK2550366.1
OG0010885	NV2t005045001.1	KAK2550457.1
OG0010886	NV2t004603007.1	KAK2550482.1
OG0010887	NV2t004225001.1	KAK2550484.1
OG0010888	NV2t005132001.1	KAK2550513.1
OG0010890	NV2t015102001.1	KAK2550572.1
OG0010892	NV2t000767001.1	KAK2550598.1
OG0010894	NV2t014111001.1	KAK2550742.1
OG0010895	NV2t019947001.1	KAK2550759.1
OG0010896	NV2t020001001.1	KAK2550760.1
OG0010899	NV2t019742001.1	KAK2550804.1
OG0010901	NV2t002652001.1	KAK2550860.1
OG0010902	NV2t003665001.1	KAK2550878.1
OG0010903	NV2t000970001.1	KAK2550900.1
OG0010907	NV2t002225001.1	KAK2550929.1
OG0010909	NV2t005173001.1	KAK2550980.1
OG0010910	NV2t004173001.1	KAK2550982.1
OG0010911	NV2t023473001.1	KAK2550990.1
OG0010912	NV2t004232001.1	KAK2550999.1
OG0010913	NV2t004675001.1	KAK2551006.1
OG0010914	NV2t004243001.1	KAK2551016.1
OG0010915	NV2t004676001.1	KAK2551020.1
OG0010916	NV2t004218001.1	KAK2551037.1
OG0010917	NV2t004445001.1	KAK2551042.1
OG0010919	NV2t003452001.1	KAK2551154.1
OG0010921	NV2t013178001.1	KAK2551191.1
OG0010922	NV2t013179001.1	KAK2551192.1
OG0010923	NV2t013173001.1	KAK2551193.1
OG0010924	NV2t013182001.1	KAK2551196.1
OG0010925	NV2t015200001.1	KAK2551211.1
OG0010926	NV2t014003001.1	KAK2551212.1
OG0010929	NV2t015213001.1	KAK2551228.1
OG0010930	NV2t014089001.1	KAK2551244.1
OG0010931	NV2t003560001.1	KAK2551259.1
OG0010932	NV2t023081001.1	KAK2551267.1
OG0010933	NV2t003099001.1	KAK2551274.1
OG0010934	NV2t003098001.1	KAK2551278.1
OG0010935	NV2t002399001.1	KAK2551283.1
OG0010936	NV2t003282001.1	KAK2551287.1
OG0010940	NV2t023448001.1	KAK2551346.1
OG0010943	NV2t021731001.1	KAK2551419.1
OG0010944	NV2t005921002.1	KAK2551431.1
OG0010945	NV2t005942001.1	KAK2551437.1
OG0010946	NV2t005938001.1	KAK2551438.1
OG0010947	NV2t006761001.1	KAK2551440.1
OG0010948	NV2t006297001.1	KAK2551443.1
OG0010949	NV2t006200001.1	KAK2551453.1
OG0010950	NV2t005998001.1	KAK2551462.1
OG0010951	NV2t006697001.1	KAK2551472.1
OG0010952	NV2t006669001.1	KAK2551479.1
OG0010953	NV2t005833001.1	KAK2551490.1
OG0010954	NV2t006808001.1	KAK2551508.1
OG0010955	NV2t005992001.1	KAK2551512.1
OG0010956	NV2t005996001.1	KAK2551518.1
OG0010957	NV2t006073001.1	KAK2551520.1
OG0010958	NV2t000774001.1	KAK2551526.1
OG0010959	NV2t010897001.1	KAK2551554.1
OG0010961	NV2t011540001.1	KAK2551565.1
OG0010962	NV2t012354001.1	KAK2551568.1
OG0010964	NV2t012357001.1	KAK2551605.1
OG0010965	NV2t012857001.1	KAK2551619.1
OG0010967	NV2t003610001.1	KAK2551669.1
OG0010968	NV2t012470001.1	KAK2551733.1
OG0010969	NV2t011200001.1	KAK2551734.1
OG0010970	NV2t015025001.1	KAK2551769.1
OG0010971	NV2t015024001.1	KAK2551779.1
OG0010972	NV2t013929001.1	KAK2551791.1
OG0010973	NV2t013928001.1	KAK2551792.1
OG0010974	NV2t013423001.1	KAK2551793.1
OG0010975	NV2t015020001.1	KAK2551807.1
OG0010978	NV2t015027001.1	KAK2551828.1
OG0010979	NV2t014857001.1	KAK2551849.1
OG0010980	NV2t014855001.1	KAK2551853.1
OG0010981	NV2t023418001.1	KAK2551871.1
OG0010982	NV2t025611001.1	KAK2551878.1
OG0010983	NV2t024780001.1	KAK2551879.1
OG0010984	NV2t025104001.1	KAK2551881.1
OG0010985	NV2t025707001.1	KAK2551882.1
OG0010986	NV2t005856001.1	KAK2551888.1
OG0010987	NV2t023231001.1	KAK2551892.1
OG0010988	NV2t023755001.1	KAK2551900.1
OG0010989	NV2t023492001.1	KAK2551907.1
OG0010990	NV2t023120001.1	KAK2551913.1
OG0010991	NV2t023250001.1	KAK2551917.1
OG0010995	NV2t009288001.1	KAK2552022.1
OG0010997	NV2t014810001.1	KAK2552046.1
OG0010998	NV2t002874001.1	KAK2552107.1
OG0010999	NV2t002876001.1	KAK2552109.1
OG0011000	NV2t003851001.1	KAK2552121.1
OG0011001	NV2t015369001.1	KAK2552134.1
OG0011002	NV2t019003001.1	KAK2552135.1
OG0011003	NV2t014816005.1	KAK2552150.1
OG0011005	NV2t019257001.1	KAK2552242.1
OG0011006	NV2t024584001.1	KAK2552255.1
OG0011007	NV2t015366001.1	KAK2552265.1
OG0011008	NV2t012293001.1	KAK2552275.1
OG0011009	NV2t011183001.1	KAK2552277.1
OG0011010	NV2t011330001.1	KAK2552303.1
OG0011011	NV2t012708001.1	KAK2552315.1
OG0011012	NV2t012591001.1	KAK2552316.1
OG0011013	NV2t016211001.1	KAK2552339.1
OG0011014	NV2t014248001.1	KAK2552370.1
OG0011015	NV2t021706001.1	KAK2552371.1
OG0011018	NV2t012303001.1	KAK2552495.1
OG0011019	NV2t010989001.1	KAK2552505.1
OG0011020	NV2t010729001.1	KAK2552513.1
OG0011021	NV2t011337001.1	KAK2552526.1
OG0011022	NV2t010993001.1	KAK2552529.1
OG0011023	NV2t011948001.1	KAK2552531.1
OG0011025	NV2t002590001.1	KAK2552562.1
OG0011026	NV2t002595001.1	KAK2552564.1
OG0011027	NV2t003078001.1	KAK2552571.1
OG0011030	NV2t003076001.1	KAK2552602.1
OG0011031	NV2t003532001.1	KAK2552605.1
OG0011032	NV2t002959001.1	KAK2552611.1
OG0011033	NV2t003341001.1	KAK2552615.1
OG0011034	NV2t002581001.1	KAK2552648.1
OG0011035	NV2t002582001.1	KAK2552652.1
OG0011036	NV2t014807001.1	KAK2552654.1
OG0011037	NV2t014385001.1	KAK2552657.1
OG0011040	NV2t006427003.1	KAK2552672.1
OG0011042	NV2t013108001.1	KAK2552696.1
OG0011044	NV2t023939001.1	KAK2552809.1
OG0011045	NV2t006493001.1	KAK2552820.1
OG0011046	NV2t005655001.1	KAK2552825.1
OG0011047	NV2t023468001.1	KAK2552857.1
OG0011048	NV2t023449001.1	KAK2552860.1
OG0011049	NV2t023824001.1	KAK2552866.1
OG0011050	NV2t023339001.1	KAK2552867.1
OG0011051	NV2t023844001.1	KAK2552874.1
OG0011052	NV2t023099001.1	KAK2552875.1
OG0011053	NV2t023601002.1	KAK2552890.1
OG0011054	NV2t024075001.1	KAK2552897.1
OG0011055	NV2t023744001.1	KAK2552906.1
OG0011056	NV2t022931001.1	KAK2552907.1
OG0011057	NV2t023096001.1	KAK2552926.1
OG0011058	NV2t023885001.1	KAK2552940.1
OG0011059	NV2t013343001.1	KAK2552975.1
OG0011063	NV2t015000001.1	KAK2553053.1
OG0011064	NV2t004535001.1	KAK2553073.1
OG0011065	NV2t003815001.1	KAK2553087.1
OG0011066	NV2t004868001.1	KAK2553088.1
OG0011067	NV2t004008001.1	KAK2553099.1
OG0011068	NV2t004006001.1	KAK2553101.1
OG0011069	NV2t004004001.1	KAK2553106.1
OG0011070	NV2t004568001.1	KAK2553129.1
OG0011071	NV2t004938001.1	KAK2553143.1
OG0011073	NV2t005149001.1	KAK2553161.1
OG0011074	NV2t004153001.1	KAK2553164.1
OG0011075	NV2t005032001.1	KAK2553174.1
OG0011076	NV2t024770001.1	KAK2553195.1
OG0011077	NV2t024530001.1	KAK2553196.1
OG0011078	NV2t023006001.1	KAK2553206.1
OG0011081	NV2t025358001.1	KAK2553248.1
OG0011082	NV2t025426001.1	KAK2553288.1
OG0011085	NV2t002735001.1	KAK2553308.1
OG0011086	NV2t003309001.1	KAK2553325.1
OG0011087	NV2t002533001.1	KAK2553334.1
OG0011088	NV2t002936001.1	KAK2553353.1
OG0011089	NV2t003433001.1	KAK2553354.1
OG0011090	NV2t003742001.1	KAK2553356.1
OG0011091	NV2t002932001.1	KAK2553365.1
OG0011092	NV2t002934001.1	KAK2553367.1
OG0011093	NV2t003359001.1	KAK2553383.1
OG0011094	NV2t005900001.1	KAK2553408.1
OG0011095	NV2t005842004.1	KAK2553411.1
OG0011096	NV2t006484001.1	KAK2553414.1
OG0011097	NV2t005917001.1	KAK2553417.1
OG0011098	NV2t006021001.1	KAK2553418.1
OG0011099	NV2t006022001.1	KAK2553419.1
OG0011100	NV2t006705001.1	KAK2553423.1
OG0011101	NV2t005916001.1	KAK2553425.1
OG0011103	NV2t006143001.1	KAK2553430.1
OG0011104	NV2t006418001.1	KAK2553432.1
OG0011105	NV2t005839001.1	KAK2553452.1
OG0011106	NV2t005910001.1	KAK2553459.1
OG0011107	NV2t006339001.1	KAK2553464.1
OG0011108	NV2t006336001.1	KAK2553467.1
OG0011115	NV2t015520001.1	KAK2553653.1
OG0011116	NV2t014926001.1	KAK2553660.1
OG0011117	NV2t016854001.1	KAK2553662.1
OG0011118	NV2t017034001.1	KAK2553669.1
OG0011119	NV2t016429001.1	KAK2553705.1
OG0011120	NV2t016430001.1	KAK2553706.1
OG0011121	NV2t016690001.1	KAK2553717.1
OG0011122	NV2t016885001.1	KAK2553739.1
OG0011123	NV2t016403001.1	KAK2553742.1
OG0011124	NV2t020290001.1	KAK2553756.1
OG0011125	NV2t020757001.1	KAK2553764.1
OG0011126	NV2t020758001.1	KAK2553765.1
OG0011127	NV2t020507001.1	KAK2553770.1
OG0011128	NV2t020781001.1	KAK2553783.1
OG0011129	NV2t020190001.1	KAK2553784.1
OG0011132	NV2t020406001.1	KAK2553797.1
OG0011134	NV2t021130001.1	KAK2553808.1
OG0011135	NV2t020780001.1	KAK2553814.1
OG0011136	NV2t020252001.1	KAK2553819.1
OG0011137	NV2t020192001.1	KAK2553841.1
OG0011138	NV2t007298001.1	KAK2553855.1
OG0011139	NV2t025469001.1	KAK2553860.1
OG0011140	NV2t000752001.1	KAK2553934.1
OG0011141	NV2t002273001.1	KAK2553959.1
OG0011142	NV2t002096001.1	KAK2553979.1
OG0011143	NV2t000565001.1	KAK2553982.1
OG0011144	NV2t019882001.1	KAK2554018.1
OG0011146	NV2t009980001.1	KAK2554057.1
OG0011147	NV2t021106001.1	KAK2554098.1
OG0011148	NV2t019490001.1	KAK2554142.1
OG0011150	NV2t019888001.1	KAK2554177.1
OG0011152	NV2t011009001.1	KAK2554207.1
OG0011153	NV2t012455001.1	KAK2554211.1
OG0011155	NV2t012152001.1	KAK2554267.1
OG0011156	NV2t011003001.1	KAK2554273.1
OG0011157	NV2t012166001.1	KAK2554275.1
OG0011158	NV2t003876001.1	KAK2554276.1
OG0011159	NV2t006999001.1	KAK2554286.1
OG0011160	NV2t011809001.1	KAK2554318.1
OG0011161	NV2t010296001.1	KAK2554321.1
OG0011162	NV2t010948001.1	KAK2554323.1
OG0011163	NV2t005482001.1	KAK2554348.1
OG0011164	NV2t004087001.1	KAK2554371.1
OG0011165	NV2t004030001.1	KAK2554395.1
OG0011166	NV2t005069001.1	KAK2554396.1
OG0011167	NV2t004010001.1	KAK2554409.1
OG0011168	NV2t004884001.1	KAK2554415.1
OG0011169	NV2t004633001.1	KAK2554417.1
OG0011171	NV2t025319001.1	KAK2554477.1
OG0011172	NV2t024302001.1	KAK2554481.1
OG0011173	NV2t023968001.1	KAK2554487.1
OG0011174	NV2t023188001.1	KAK2554497.1
OG0011175	NV2t023189001.1	KAK2554498.1
OG0011176	NV2t023327001.1	KAK2554503.1
OG0011177	NV2t023238001.1	KAK2554506.1
OG0011178	NV2t023106001.1	KAK2554526.1
OG0011179	NV2t023900001.1	KAK2554529.1
OG0011180	NV2t023330001.1	KAK2554537.1
OG0011181	NV2t024140001.1	KAK2554553.1
OG0011182	NV2t023929001.1	KAK2554559.1
OG0011183	NV2t023926001.1	KAK2554560.1
OG0011184	NV2t001352001.1	KAK2554580.1
OG0011185	NV2t002053001.1	KAK2554582.1
OG0011186	NV2t001678001.1	KAK2554595.1
OG0011187	NV2t020044001.1	KAK2554599.1
OG0011188	NV2t000428001.1	KAK2554602.1
OG0011189	NV2t000917001.1	KAK2554610.1
OG0011190	NV2t001351001.1	KAK2554615.1
OG0011191	NV2t000997001.1	KAK2554619.1
OG0011193	NV2t001013001.1	KAK2554622.1
OG0011194	NV2t000461001.1	KAK2554649.1
OG0011195	NV2t004158001.1	KAK2554704.1
OG0011196	NV2t017651001.1	KAK2554717.1
OG0011198	NV2t016666001.1	KAK2554728.1
OG0011199	NV2t005421001.1	KAK2554736.1
OG0011200	NV2t005161001.1	KAK2554766.1
OG0011201	NV2t005205001.1	KAK2554778.1
OG0011202	NV2t005208001.1	KAK2554780.1
OG0011203	NV2t004999001.1	KAK2554799.1
OG0011204	NV2t004916001.1	KAK2554822.1
OG0011205	NV2t018110001.1	KAK2554823.1
OG0011206	NV2t017688001.1	KAK2554831.1
OG0011208	NV2t019101001.1	KAK2554851.1
OG0011209	NV2t017826001.1	KAK2554853.1
OG0011210	NV2t017611001.1	KAK2554882.1
OG0011211	NV2t014788001.1	KAK2554904.1
OG0011213	NV2t001821002.1	KAK2554955.1
OG0011214	NV2t001048001.1	KAK2554963.1
OG0011215	NV2t000976001.1	KAK2554964.1
OG0011216	NV2t000329001.1	KAK2554966.1
OG0011217	NV2t001425001.1	KAK2554968.1
OG0011218	NV2t001055001.1	KAK2554975.1
OG0011219	NV2t000371001.1	KAK2554983.1
OG0011221	NV2t020419001.1	KAK2554986.1
OG0011222	NV2t000292001.1	KAK2554997.1
OG0011223	NV2t000293001.1	KAK2554998.1
OG0011226	NV2t000930001.1	KAK2555033.1
OG0011227	NV2t000932001.1	KAK2555034.1
OG0011228	NV2t002026001.1	KAK2555053.1
OG0011230	NV2t000298001.1	KAK2555065.1
OG0011231	NV2t000662001.1	KAK2555069.1
OG0011232	NV2t025537001.1	KAK2555079.1
OG0011233	NV2t001823001.1	KAK2555083.1
OG0011235	NV2t000054001.1	KAK2555094.1
OG0011240	NV2t010608001.1	KAK2555163.1
OG0011241	NV2t013186001.1	KAK2555191.1
OG0011242	NV2t016413001.1	KAK2555200.1
OG0011244	NV2t001313001.1	KAK2555233.1
OG0011245	NV2t016042001.1	KAK2555239.1
OG0011247	NV2t002322001.1	KAK2555273.1
OG0011248	NV2t025560001.1	KAK2555307.1
OG0011249	NV2t013572001.1	KAK2555324.1
OG0011250	NV2t025398001.1	KAK2555328.1
OG0011251	NV2t024823001.1	KAK2555341.1
OG0011252	NV2t025589001.1	KAK2555362.1
OG0011254	NV2t025449001.1	KAK2555398.1
OG0011255	NV2t025447003.1	KAK2555400.1
OG0011256	NV2t023558001.1	KAK2555406.1
OG0011257	NV2t024291001.1	KAK2555409.1
OG0011258	NV2t025063001.1	KAK2555442.1
OG0011259	NV2t025342001.1	KAK2555455.1
OG0011260	NV2t025337001.1	KAK2555458.1
OG0011261	NV2t024815001.1	KAK2555483.1
OG0011262	NV2t024816001.1	KAK2555484.1
OG0011263	NV2t025698001.1	KAK2555544.1
OG0011264	NV2t012023001.1	KAK2555552.1
OG0011267	NV2t000151001.1	KAK2555599.1
OG0011268	NV2t001780001.1	KAK2555618.1
OG0011269	NV2t000161001.1	KAK2555629.1
OG0011270	NV2t000164001.1	KAK2555631.1
OG0011272	NV2t000139002.1	KAK2555655.1
OG0011275	NV2t000869001.1	KAK2555702.1
OG0011276	NV2t012212001.1	KAK2555762.1
OG0011277	NV2t018278001.1	KAK2555767.1
OG0011278	NV2t012788001.1	KAK2555784.1
OG0011280	NV2t015287001.1	KAK2555802.1
OG0011282	NV2t018447001.1	KAK2555844.1
OG0011283	NV2t012448001.1	KAK2555849.1
OG0011284	NV2t011504001.1	KAK2555864.1
OG0011286	NV2t011414001.1	KAK2555904.1
OG0011287	NV2t022236001.1	KAK2555935.1
OG0011289	NV2t021844001.1	KAK2555963.1
OG0011290	NV2t003877001.1	KAK2555981.1
OG0011291	NV2t003760001.1	KAK2555993.1
OG0011292	NV2t003761001.1	KAK2555994.1
OG0011294	NV2t002370001.1	KAK2556046.1
OG0011295	NV2t003528001.1	KAK2556063.1
OG0011297	NV2t003389001.1	KAK2556070.1
OG0011298	NV2t002619001.1	KAK2556074.1
OG0011299	NV2t016565001.1	KAK2556127.1
OG0011300	NV2t018259001.1	KAK2556145.1
OG0011302	NV2t004702001.1	KAK2556155.1
OG0011304	NV2t016218001.1	KAK2556197.1
OG0011305	NV2t009464001.1	KAK2556235.1
OG0011306	NV2t000550001.1	KAK2556268.1
OG0011307	NV2t007594001.1	KAK2556306.1
OG0011308	NV2t007580001.1	KAK2556307.1
OG0011309	NV2t014012001.1	KAK2556339.1
OG0011310	NV2t006363001.1	KAK2556371.1
OG0011311	NV2t006785001.1	KAK2556374.1
OG0011313	NV2t013753001.1	KAK2556408.1
OG0011314	NV2t014795001.1	KAK2556412.1
OG0011315	NV2t006344001.1	KAK2556437.1
OG0011317	NV2t014212001.1	KAK2556463.1
OG0011318	NV2t013947001.1	KAK2556465.1
OG0011319	NV2t013685001.1	KAK2556476.1
OG0011320	NV2t013944001.1	KAK2556491.1
OG0011321	NV2t008426001.1	KAK2556507.1
