Orthogroup	Mmus	Acer
OG0007900	NDUAB_MOUSE	KAK2569767.1
OG0007917	PT117_MOUSE	KAK2569955.1
OG0007934	PPAC_MOUSE	KAK2570092.1
OG0007951	ABRA_MOUSE	KAK2570190.1
OG0007966	TBXT_MOUSE	KAK2570319.1
OG0007982	MBD6_MOUSE	KAK2570432.1
OG0008000	DHSO_MOUSE	KAK2570561.1
OG0008035	PSMG1_MOUSE	KAK2570775.1
OG0008053	MRNIP_MOUSE	KAK2570898.1
OG0008070	CHRD1_MOUSE	KAK2571000.1
OG0008088	TMM43_MOUSE	KAK2571176.1
OG0008121	PSA5_MOUSE	KAK2571540.1
OG0008137	THG1_MOUSE	KAK2571653.1
OG0008155	DPOD2_MOUSE	KAK2571779.1
OG0008172	OXLD1_MOUSE	KAK2571856.1
OG0008189	ALKB5_MOUSE	KAK2571960.1
OG0008207	GDE1_MOUSE	KAK2572089.1
OG0008223	OAT_MOUSE	KAK2572162.1
OG0008239	TTI1_MOUSE	KAK2572257.1
OG0008256	IDE_MOUSE	KAK2572345.1
OG0008274	RNPC3_MOUSE	KAK2572457.1
OG0008289	NHLC2_MOUSE	KAK2572566.1
OG0008293	TM129_MOUSE	KAK2572609.1
OG0008323	TALDO_MOUSE	KAK2572842.1
OG0008340	GPR22_MOUSE	KAK2573044.1
OG0008358	SG196_MOUSE	KAK2573165.1
OG0007860	ADPGK_MOUSE	KAK2569436.1
OG0007877	STIL_MOUSE	KAK2569587.1
OG0007893	YJU2B_MOUSE	KAK2569705.1
OG0007911	RICTR_MOUSE	KAK2569869.1
OG0007933	NADC_MOUSE	KAK2570061.1
OG0007948	DLEC1_MOUSE	KAK2570175.1
OG0007964	TCPE_MOUSE	KAK2570299.1
OG0007980	RPA2_MOUSE	KAK2570429.1
OG0007996	JAGN1_MOUSE	KAK2570535.1
OG0008012	FACE1_MOUSE	KAK2570655.1
OG0008015	ZMY11_MOUSE	KAK2570670.1
OG0008030	SMCR8_MOUSE	KAK2570762.1
OG0008046	ERCC8_MOUSE	KAK2570848.1
OG0008062	AGT1_MOUSE	KAK2570955.1
OG0008079	HEMK1_MOUSE	KAK2571084.1
OG0008097	S33A2_MOUSE	KAK2571371.1
OG0008114	LTOR5_MOUSE	KAK2571491.1
OG0008130	NOSIP_MOUSE	KAK2571614.1
OG0008146	DRC10_MOUSE	KAK2571704.1
OG0008161	TMLH_MOUSE	KAK2571798.1
OG0008178	COQ7_MOUSE	KAK2571886.1
OG0008194	BIRC5_MOUSE	KAK2571985.1
OG0008211	SIMC1_MOUSE	KAK2572100.1
OG0008227	HHEX_MOUSE	KAK2572176.1
OG0008243	F136A_MOUSE	KAK2572280.1
OG0008261	SIM12_MOUSE	KAK2572363.1
OG0008267	NAGK_MOUSE	KAK2572390.1
OG0008283	PAN2_MOUSE	KAK2572526.1
OG0008301	INCE_MOUSE	KAK2572659.1
OG0008316	GAMT_MOUSE	KAK2572806.1
OG0008332	MIC60_MOUSE	KAK2572934.1
OG0008349	BRD8_MOUSE	KAK2573139.1
OG0008365	ANKY2_MOUSE	KAK2573224.1
OG0008383	WDR44_MOUSE	KAK2573339.1
OG0007875	RMI2_MOUSE	KAK2569575.1
OG0007890	ATG10_MOUSE	KAK2569689.1
OG0007907	PR38A_MOUSE	KAK2569789.1
OG0007925	IN80C_MOUSE	KAK2570014.1
OG0007942	SNX4_MOUSE	KAK2570158.1
OG0007958	RBM33_MOUSE	KAK2570216.1
OG0007974	YMEL1_MOUSE	KAK2570385.1
OG0007990	NUP43_MOUSE	KAK2570510.1
OG0008007	THIC_MOUSE	KAK2570613.1
OG0008024	WDTC1_MOUSE	KAK2570722.1
OG0008041	NUDC_MOUSE	KAK2570800.1
OG0008056	SF3A3_MOUSE	KAK2570914.1
OG0008073	CF276_MOUSE	KAK2571032.1
OG0008090	TF3C4_MOUSE	KAK2571205.1
OG0008107	MGLL_MOUSE	KAK2571458.1
OG0008124	ATG12_MOUSE	KAK2571562.1
OG0008158	RPP21_MOUSE	KAK2571789.1
OG0008175	S38AC_MOUSE	KAK2571861.1
OG0008191	MFS11_MOUSE	KAK2571965.1
OG0008209	TBD_MOUSE	KAK2572095.1
OG0008225	TCPH_MOUSE	KAK2572170.1
OG0008259	RRP12_MOUSE	KAK2572360.1
OG0008276	CPPED_MOUSE	KAK2572490.1
OG0008294	RABEK_MOUSE	KAK2572610.1
OG0008309	CK016_MOUSE	KAK2572713.1
OG0008325	DEAF1_MOUSE	KAK2572851.1
OG0008347	HPS1_MOUSE	KAK2573131.1
OG0008351	SLBP_MOUSE	KAK2573143.1
OG0008367	RBMX2_MOUSE	KAK2573237.1
OG0008385	MEGF8_MOUSE	KAK2573368.1
OG0008403	RENR_MOUSE	KAK2573507.1
OG0008419	XRCC2_MOUSE	KAK2573625.1
OG0008434	UXS1_MOUSE	KAK2573702.1
OG0008450	DJC21_MOUSE	KAK2573822.1
OG0007924	CNPY2_MOUSE	KAK2570006.1
OG0007941	KANL2_MOUSE	KAK2570149.1
OG0007956	SC61G_MOUSE	KAK2570208.1
OG0007972	LRC45_MOUSE	KAK2570379.1
OG0007986	DIK2A_MOUSE	KAK2570490.1
OG0008002	DPOLL_MOUSE	KAK2570576.1, KAK2570579.1
OG0008019	TCPQ_MOUSE	KAK2570693.1
OG0008036	VTA1_MOUSE	KAK2570782.1
OG0008050	LANC3_MOUSE	KAK2570876.1
OG0008066	TIPRL_MOUSE	KAK2570962.1
OG0008098	LSM8_MOUSE	KAK2571373.1
OG0008113	ESS2_MOUSE	KAK2571480.1
OG0008116	QNG1_MOUSE	KAK2571524.1
OG0008132	PLD6_MOUSE	KAK2571618.1
OG0008165	COX11_MOUSE	KAK2571808.1
OG0008181	AP5Z1_MOUSE	KAK2571899.1
OG0008197	KIF19_MOUSE	KAK2572019.1
OG0008214	TM2D2_MOUSE	KAK2572111.1
OG0008229	WDR6_MOUSE	KAK2572209.1
OG0008244	ARMD3_MOUSE	KAK2572287.1
OG0008248	NDUF2_MOUSE	KAK2572308.1
OG0008266	ST65G_MOUSE	KAK2572382.1
OG0008282	PADC1_MOUSE	KAK2572523.1
OG0008299	CENPS_MOUSE	KAK2572645.1
OG0008315	SQOR_MOUSE	KAK2572761.1
OG0008331	GPAT1_MOUSE	KAK2572932.1
OG0008346	TM128_MOUSE	KAK2573124.1
OG0008362	RACK1_MOUSE	KAK2573205.1
OG0008380	MED4_MOUSE	KAK2573328.1
OG0008398	LRC63_MOUSE	KAK2573480.1
OG0008413	CE164_MOUSE	KAK2573558.1
OG0008430	CWC15_MOUSE	KAK2573674.1
OG0008445	TCAB1_MOUSE	KAK2573787.1
OG0008462	TBCEL_MOUSE	KAK2573876.1
OG0007874	RXLT1_MOUSE	KAK2569570.1
OG0007891	NB5R5_MOUSE	KAK2569699.1
OG0007908	EFCB7_MOUSE	KAK2569836.1
OG0007926	SNPC1_MOUSE	KAK2570016.1
OG0007943	TPK1_MOUSE	KAK2570161.1
OG0007959	CF210_MOUSE	KAK2570255.1
OG0007975	RL23_MOUSE	KAK2570388.1
OG0007991	NDUF4_MOUSE	KAK2570512.1
OG0008008	SYF2_MOUSE	KAK2570618.1
OG0008025	DHDDS_MOUSE	KAK2570731.1
OG0008042	FBW15_MOUSE	KAK2570803.1
OG0008059	EFTS_MOUSE	KAK2570948.1
OG0008077	AASS_MOUSE	KAK2571068.1
OG0008094	NDUAC_MOUSE	KAK2571293.1
OG0008110	CP100_MOUSE	KAK2571476.1
OG0008128	ANKS3_MOUSE	KAK2571583.1
OG0008145	ADRO_MOUSE	KAK2571701.1
OG0008162	WIPI2_MOUSE	KAK2571800.1
OG0008179	UBE2S_MOUSE	KAK2571891.1
OG0008195	UBP1_MOUSE	KAK2571992.1
OG0008212	FAHD1_MOUSE	KAK2572105.1
OG0008228	PLPHP_MOUSE	KAK2572202.1
OG0008245	MOD5_MOUSE	KAK2572295.1
OG0008263	DC2I2_MOUSE	KAK2572367.1
OG0008300	NDUB8_MOUSE	KAK2572654.1
OG0008330	HIF1N_MOUSE	KAK2572904.1
OG0008348	PNRC2_MOUSE	KAK2573138.1
OG0008364	ANM3_MOUSE	KAK2573223.1
OG0008381	TPPC1_MOUSE	KAK2573331.1
OG0008399	TM145_MOUSE	KAK2573485.1
OG0008415	RPB1_MOUSE	KAK2573588.1
OG0008432	TRIPC_MOUSE	KAK2573692.1
OG0008449	ANMY1_MOUSE	KAK2573805.1
OG0008467	RNF10_MOUSE	KAK2573908.1
OG0007950	PAPD1_MOUSE	KAK2570184.1
OG0007967	SYDC_MOUSE	KAK2570336.1
OG0007985	RM32_MOUSE	KAK2570482.1
OG0008003	IYD1_MOUSE	KAK2570581.1
OG0008020	TRIA1_MOUSE	KAK2570701.1
OG0008037	KAD9_MOUSE	KAK2570785.1
OG0008052	ATPO_MOUSE	KAK2570897.1
OG0008069	TTLL2_MOUSE	KAK2570999.1
OG0008086	ZN363_MOUSE	KAK2571169.1
OG0008103	ARIP4_MOUSE	KAK2571402.1
OG0008120	SEC13_MOUSE	KAK2571531.1
OG0008136	PMM2_MOUSE	KAK2571649.1
OG0008154	CF184_MOUSE	KAK2571769.1
OG0008171	ADPRH_MOUSE	KAK2571855.1
OG0008187	DRC3_MOUSE	KAK2571949.1
OG0008221	FNTA_MOUSE	KAK2572160.1
OG0008237	TAF5L_MOUSE	KAK2572241.1
OG0008254	CC125_MOUSE	KAK2572335.1
OG0008258	NKX32_MOUSE	KAK2572354.1
OG0008275	FBXW4_MOUSE	KAK2572471.1
OG0008292	ZDH16_MOUSE	KAK2572587.1
OG0008324	SHCAF_MOUSE	KAK2572848.1
OG0008359	LRRK2_MOUSE	KAK2573188.1
OG0008376	INT4_MOUSE	KAK2573312.1
OG0008394	RS25_MOUSE	KAK2573466.1
OG0008410	RFC4_MOUSE	KAK2573546.1
OG0008427	PP1RB_MOUSE	KAK2573665.1
OG0008444	DPOE1_MOUSE	KAK2573782.1
OG0008461	HEM3_MOUSE	KAK2573873.1
OG0008478	GDPP1_MOUSE	KAK2573998.1, KAK2573999.1
OG0008495	RABL3_MOUSE	KAK2574064.1
OG0008512	PRP8_MOUSE	KAK2574115.1
OG0008529	PPTC7_MOUSE	KAK2574172.1
OG0008546	MED19_MOUSE	KAK2574285.1
OG0007989	UTP11_MOUSE	KAK2570503.1
OG0008006	GDAP2_MOUSE	KAK2570609.1
OG0008023	BUD13_MOUSE	KAK2570716.1
OG0008040	D19L3_MOUSE	KAK2570795.1
OG0008057	CHM2B_MOUSE	KAK2570927.1
OG0008074	LYPL1_MOUSE	KAK2571041.1
OG0008105	BRK1_MOUSE	KAK2571424.1
OG0008122	YAF2_MOUSE	KAK2571548.1
OG0008138	NJMU_MOUSE	KAK2571655.1
OG0008156	RS9_MOUSE	KAK2571784.1
OG0008173	CC137_MOUSE	KAK2571857.1
OG0008188	MP2K4_MOUSE	KAK2571950.1
OG0008206	NOL12_MOUSE	KAK2572087.1
OG0008222	PDZD7_MOUSE	KAK2572161.1
OG0008238	DDRGK_MOUSE	KAK2572256.1
OG0008255	DCA17_MOUSE	KAK2572343.1
OG0008273	SUCA_MOUSE	KAK2572446.1
OG0008291	3BP2_MOUSE	KAK2572580.1
OG0008307	TM230_MOUSE	KAK2572706.1
OG0008322	WEE1_MOUSE	KAK2572840.1
OG0008339	CFA90_MOUSE	KAK2573022.1
OG0008357	TPC2_MOUSE	KAK2573162.1
OG0008373	TM232_MOUSE	KAK2573291.1
OG0008392	RHBL4_MOUSE	KAK2573430.1
OG0008397	DPOLA_MOUSE	KAK2573475.1
OG0008414	SR140_MOUSE	KAK2573566.1
OG0008431	EFGM_MOUSE	KAK2573686.1
OG0008447	SPRY7_MOUSE	KAK2573790.1
OG0008464	FAD1_MOUSE	KAK2573887.1
OG0008480	ELOB_MOUSE	KAK2574007.1
OG0008496	FBX21_MOUSE	KAK2574066.1
OG0008513	BRAP_MOUSE	KAK2574116.1
OG0008531	LIAT1_MOUSE	KAK2574176.1
OG0008548	CENPV_MOUSE	KAK2574308.1
OG0008157	COX10_MOUSE	KAK2571788.1
OG0008174	NAT9_MOUSE	KAK2571860.1
OG0008190	TMIE_MOUSE	KAK2571962.1
OG0008208	SPCS_MOUSE	KAK2572093.1
OG0008224	HPDL_MOUSE	KAK2572164.1
OG0008240	CFA58_MOUSE	KAK2572258.1
OG0008257	TM127_MOUSE	KAK2572349.1
OG0008262	UBCP1_MOUSE	KAK2572364.1
OG0008278	RRP5_MOUSE	KAK2572503.1
OG0008296	NT5D1_MOUSE	KAK2572630.1
OG0008311	CISD2_MOUSE	KAK2572718.1
OG0008327	CIAO3_MOUSE	KAK2572890.1
OG0008333	WASC3_MOUSE	KAK2572938.1
OG0008350	SRS10_MOUSE	KAK2573142.1
OG0008366	PWP1_MOUSE	KAK2573234.1
OG0008384	ZNHI1_MOUSE	KAK2573359.1
OG0008402	RNH2B_MOUSE	KAK2573496.1
OG0008418	RBBP5_MOUSE	KAK2573623.1
OG0008435	PEX1_MOUSE	KAK2573714.1
OG0008452	JHY_MOUSE	KAK2573833.1
OG0008469	UB2G1_MOUSE	KAK2573922.1
OG0008485	NLE1_MOUSE	KAK2574016.1
OG0008490	CD2B2_MOUSE	KAK2574042.1
OG0008508	DCTP1_MOUSE	KAK2574107.1
OG0008524	GLOD4_MOUSE	KAK2574162.1
OG0008542	PPT1_MOUSE	KAK2574268.1
OG0008558	PHF12_MOUSE	KAK2574355.1
OG0008577	PRR11_MOUSE	KAK2574432.1
OG0008592	CNTD1_MOUSE	KAK2574519.1
OG0008608	EFTU_MOUSE	KAK2574590.1
OG0008085	NRDC_MOUSE	KAK2571167.1
OG0008102	TMCO6_MOUSE	KAK2571396.1
OG0008119	CENPL_MOUSE	KAK2571530.1
OG0008135	NAA60_MOUSE	KAK2571637.1
OG0008153	DUS1L_MOUSE	KAK2571759.1
OG0008170	D42E1_MOUSE	KAK2571853.1
OG0008186	PICK1_MOUSE	KAK2571948.1
OG0008203	MEIG1_MOUSE	KAK2572078.1
OG0008220	KIF11_MOUSE	KAK2572156.1
OG0008236	SEC20_MOUSE	KAK2572235.1
OG0008253	AUP1_MOUSE	KAK2572328.1
OG0008272	TP53B_MOUSE	KAK2572444.1
OG0008288	DHX34_MOUSE	KAK2572561.1
OG0008305	ABT1_MOUSE	KAK2572669.1
OG0008320	S2544_MOUSE	KAK2572837.1
OG0008337	NUP37_MOUSE	KAK2572996.1
OG0008354	CCD34_MOUSE	KAK2573151.1
OG0008371	LIPT2_MOUSE	KAK2573272.1
OG0008375	TBC23_MOUSE	KAK2573299.1
OG0008393	RBX2_MOUSE	KAK2573443.1
OG0008409	TADA3_MOUSE	KAK2573542.1
OG0008426	DJC12_MOUSE	KAK2573664.1
OG0008465	PIN4_MOUSE	KAK2573894.1
OG0008481	NUP88_MOUSE	KAK2574009.1
OG0008500	MCPH1_MOUSE	KAK2574076.1
OG0008517	RENBP_MOUSE	KAK2574145.1
OG0008534	SKA2_MOUSE	KAK2574219.1
OG0008550	SSRP1_MOUSE	KAK2574318.1
OG0008567	NDUS8_MOUSE	KAK2574380.1
OG0008585	RAD1_MOUSE	KAK2574491.1
OG0008602	EFCB5_MOUSE	KAK2574566.1
OG0008620	PLCE_MOUSE	KAK2574644.1
OG0008084	TIDC1_MOUSE	KAK2571144.1
OG0008101	GPKOW_MOUSE	KAK2571390.1
OG0008118	SAMTR_MOUSE	KAK2571526.1
OG0008134	RNPS1_MOUSE	KAK2571629.1
OG0008152	ADAS_MOUSE	KAK2571755.1
OG0008169	RL1D1_MOUSE	KAK2571842.1
OG0008185	CRYM_MOUSE	KAK2571943.1
OG0008202	INT15_MOUSE	KAK2572061.1
OG0008218	SHOT1_MOUSE	KAK2572131.1
OG0008234	BCCIP_MOUSE	KAK2572229.1
OG0008271	MED24_MOUSE	KAK2572443.1
OG0008287	HUTH_MOUSE	KAK2572545.1
OG0008304	RAB21_MOUSE	KAK2572668.1
OG0008318	SCFD2_MOUSE	KAK2572814.1
OG0008335	RTF2_MOUSE	KAK2572976.1
OG0008353	CSTF3_MOUSE	KAK2573150.1
OG0008369	UFC1_MOUSE	KAK2573244.1
OG0008387	CENPI_MOUSE	KAK2573396.1
OG0008404	FSTL1_MOUSE	KAK2573511.1
OG0008420	ADAT2_MOUSE	KAK2573644.1
OG0008436	GO45_MOUSE	KAK2573724.1
OG0008453	TOM40_MOUSE	KAK2573835.1
OG0008470	ARFRP_MOUSE	KAK2573954.1
OG0008486	STK36_MOUSE	KAK2574018.1
OG0008504	VPS29_MOUSE	KAK2574102.1
OG0008520	ABHDB_MOUSE	KAK2574153.1
OG0008539	SPNS1_MOUSE	KAK2574256.1
OG0008556	LIS1_MOUSE	KAK2574344.1
OG0008575	ANR31_MOUSE	KAK2574416.1
OG0008591	ARPC3_MOUSE	KAK2574518.1
OG0008607	NF1_MOUSE	KAK2574587.1
OG0008082	RAB43_MOUSE	KAK2571126.1
OG0008099	TAF1C_MOUSE	KAK2571388.1
OG0008115	THOC7_MOUSE	KAK2571521.1
OG0008131	BRI3_MOUSE	KAK2571617.1
OG0008148	ZDHC4_MOUSE	KAK2571718.1
OG0008164	RM12_MOUSE	KAK2571804.1
OG0008180	NUBP2_MOUSE	KAK2571893.1
OG0008198	IF140_MOUSE	KAK2572027.1
OG0008215	TOPB1_MOUSE	KAK2572114.1
OG0008231	ADSSP_MOUSE	KAK2572212.1
OG0008265	S49A3_MOUSE	KAK2572381.1
OG0008298	SMU1_MOUSE	KAK2572636.1
OG0008313	GAL3A_MOUSE	KAK2572741.1
OG0008345	A16A1_MOUSE	KAK2573095.1
OG0008360	PCGF3_MOUSE	KAK2573192.1
OG0008377	CF300_MOUSE	KAK2573313.1
OG0008382	CNTRB_MOUSE	KAK2573332.1
OG0008400	TOM70_MOUSE	KAK2573490.1
OG0008416	CCD39_MOUSE	KAK2573594.1
OG0008421	ARLY_MOUSE	KAK2573645.1
OG0008437	PPR35_MOUSE	KAK2573730.1
OG0008454	ZPR1_MOUSE	KAK2573836.1
OG0008471	CF251_MOUSE	KAK2573959.1
OG0008487	S35B3_MOUSE	KAK2574021.1
OG0008505	SRR1L_MOUSE	KAK2574104.1
OG0008521	TDIF1_MOUSE	KAK2574156.1
OG0008538	RM15_MOUSE	KAK2574250.1
OG0008554	PPM1D_MOUSE	KAK2574333.1
OG0008574	PNDC1_MOUSE	KAK2574414.1
OG0008596	RMC1_MOUSE	KAK2574536.1
OG0008615	NIF3L_MOUSE	KAK2574630.1
OG0008264	ELP2_MOUSE	KAK2572375.1
OG0008279	CRERF_MOUSE	KAK2572504.1
OG0008297	MI4GD_MOUSE	KAK2572634.1
OG0008312	DDX56_MOUSE	KAK2572740.1
OG0008328	COPB_MOUSE	KAK2572891.1
OG0008344	UNG_MOUSE	KAK2573075.1
OG0008363	TOLIP_MOUSE	KAK2573208.1
OG0008378	ACER3_MOUSE	KAK2573324.1
OG0008395	ASCC2_MOUSE	KAK2573469.1
OG0008428	A16L1_MOUSE	KAK2573666.1
OG0008443	EI24_MOUSE	KAK2573781.1
OG0008459	RPAB5_MOUSE	KAK2573866.1
OG0008475	DENR_MOUSE	KAK2573976.1
OG0008492	HPS4_MOUSE	KAK2574057.1
OG0008511	TMED2_MOUSE	KAK2574112.1
OG0008526	ALKB4_MOUSE	KAK2574164.1
OG0008543	TDH_MOUSE	KAK2574269.1
OG0008559	HEAT6_MOUSE	KAK2574357.1
OG0008563	TAD2A_MOUSE	KAK2574369.1
OG0008581	TMM17_MOUSE	KAK2574446.1
OG0008599	PKRI1_MOUSE	KAK2574550.1
OG0008617	PTER_MOUSE	KAK2574638.1
OG0008466	GPAM1_MOUSE	KAK2573895.1
OG0008482	GCN1_MOUSE	KAK2574010.1
OG0008498	ACADS_MOUSE	KAK2574069.1
OG0008514	NUDT9_MOUSE	KAK2574119.1
OG0008530	LZTR1_MOUSE	KAK2574175.1
OG0008547	FLOT2_MOUSE	KAK2574304.1
OG0008561	APBP2_MOUSE	KAK2574365.1
OG0008580	TEKT1_MOUSE	KAK2574445.1
OG0008595	NU153_MOUSE	KAK2574531.1
OG0008565	SPO11_MOUSE	KAK2574378.1
OG0008583	SELH_MOUSE	KAK2574452.1
OG0008601	HAUS7_MOUSE	KAK2574554.1
OG0008619	RFC5_MOUSE	KAK2574643.1
OG0008401	ZC3HD_MOUSE	KAK2573491.1
OG0008417	LTOR4_MOUSE	KAK2573613.1
OG0008433	RS19_MOUSE	KAK2573694.1
OG0008451	RM41_MOUSE	KAK2573830.1
OG0008468	EIF3E_MOUSE	KAK2573918.1
OG0008484	ERP29_MOUSE	KAK2574014.1
OG0008503	SPP_MOUSE	KAK2574088.1
OG0008519	GNB1L_MOUSE	KAK2574149.1
OG0008537	EST1A_MOUSE	KAK2574246.1
OG0008553	CPAP_MOUSE	KAK2574322.1
OG0008572	VP33A_MOUSE	KAK2574405.1
OG0008589	BKGD_MOUSE	KAK2574514.1
OG0008606	SNF5_MOUSE	KAK2574582.1
OG0008623	RA51C_MOUSE	KAK2574668.1
OG0008326	OSTC_MOUSE	KAK2572861.1
OG0008361	AT5F1_MOUSE	KAK2573202.1
OG0008379	MIS12_MOUSE	KAK2573326.1
OG0008396	VP26C_MOUSE	KAK2573470.1
OG0008429	PGP_MOUSE	KAK2573667.1
OG0008446	RPP38_MOUSE	KAK2573789.1
OG0008463	RBM42_MOUSE	KAK2573885.1
OG0008479	PCY2_MOUSE	KAK2574003.1
OG0008497	HSC20_MOUSE	KAK2574068.1
OG0008518	DGCR8_MOUSE	KAK2574148.1
OG0008535	AIFM3_MOUSE	KAK2574237.1
OG0008551	SPPL3_MOUSE	KAK2574319.1
OG0008568	SLX1_MOUSE	KAK2574381.1
OG0008584	RMND1_MOUSE	KAK2574466.1
OG0008600	C1QBP_MOUSE	KAK2574551.1
OG0008618	ZSWM7_MOUSE	KAK2574639.1
OG0008151	PITC1_MOUSE	KAK2571737.1
OG0008167	DNLI1_MOUSE	KAK2571824.1
OG0008183	UTP6_MOUSE	KAK2571915.1
OG0008200	NH2L1_MOUSE	KAK2572029.1
OG0008204	HID1_MOUSE	KAK2572080.1
OG0008219	NOA1_MOUSE	KAK2572134.1
OG0008235	SFXN5_MOUSE	KAK2572232.1
OG0008270	SMYD5_MOUSE	KAK2572429.1
OG0008285	LR2BP_MOUSE	KAK2572536.1
OG0008303	GRWD1_MOUSE	KAK2572667.1
OG0008319	MESD_MOUSE	KAK2572825.1
OG0008336	PX11C_MOUSE	KAK2572989.1
OG0008355	CERS1_MOUSE	KAK2573153.1
OG0008370	HDHD1_MOUSE	KAK2573271.1
OG0008388	LSM1_MOUSE	KAK2573398.1
OG0008406	ORN_MOUSE	KAK2573528.1
OG0008422	ETFB_MOUSE	KAK2573649.1
OG0008438	VWA8_MOUSE	KAK2573731.1
OG0008455	CFA44_MOUSE	KAK2573843.1
OG0008472	KIF12_MOUSE	KAK2573960.1
OG0008488	TM9S4_MOUSE	KAK2574027.1
OG0008506	TIM22_MOUSE	KAK2574105.1
OG0008522	ALKB2_MOUSE	KAK2574157.1
OG0008557	AKA10_MOUSE	KAK2574348.1
OG0008576	FKBP6_MOUSE	KAK2574428.1
OG0008594	TECT2_MOUSE	KAK2574527.1
OG0008613	DHB4_MOUSE	KAK2574623.1
OG0008374	ASCC1_MOUSE	KAK2573292.1
OG0008407	PPOX_MOUSE	KAK2573534.1
OG0008424	ATG3_MOUSE	KAK2573654.1
OG0008440	KTHY_MOUSE	KAK2573746.1
OG0008457	G6PT3_MOUSE	KAK2573851.1
OG0008473	MTFP1_MOUSE	KAK2573964.1
OG0008489	UBP14_MOUSE	KAK2574029.1
OG0008507	PGAP4_MOUSE	KAK2574106.1
OG0008523	SHPK_MOUSE	KAK2574161.1
OG0008528	KIME_MOUSE	KAK2574166.1
OG0008545	PDIP2_MOUSE	KAK2574280.1
OG0008562	RUSD4_MOUSE	KAK2574367.1
OG0008582	APC7_MOUSE	KAK2574450.1
OG0008598	COQ5_MOUSE	KAK2574548.1
OG0008614	ACOX3_MOUSE	KAK2574624.1
OG0008352	CBPQ_MOUSE	KAK2573148.1
OG0008368	RFX4_MOUSE	KAK2573238.1
OG0008386	VP37A_MOUSE	KAK2573393.1
OG0008391	RUBIC_MOUSE	KAK2573408.1
OG0008408	TM192_MOUSE	KAK2573535.1
OG0008425	CLHC1_MOUSE	KAK2573663.1
OG0008441	NDK7_MOUSE	KAK2573756.1
OG0008458	TLCD5_MOUSE	KAK2573863.1
OG0008474	MORN3_MOUSE	KAK2573965.1
OG0008491	SEC12_MOUSE	KAK2574043.1
OG0008509	QCR9_MOUSE	KAK2574108.1
OG0008527	ZNHI2_MOUSE	KAK2574165.1
OG0008544	CSN5_MOUSE	KAK2574272.1
OG0008560	CHCH2_MOUSE	KAK2574361.1
OG0008578	RL23A_MOUSE	KAK2574434.1
OG0008597	RBM19_MOUSE	KAK2574542.1
OG0008616	SIR4_MOUSE	KAK2574635.1
OG0008477	RA51D_MOUSE	KAK2573991.1
OG0008510	RM18_MOUSE	KAK2574111.1
OG0008525	LRWD1_MOUSE	KAK2574163.1
OG0008541	IFT52_MOUSE	KAK2574261.1
OG0008555	RS20_MOUSE	KAK2574335.1
OG0008573	TM248_MOUSE	KAK2574406.1
OG0008590	PGAM5_MOUSE	KAK2574515.1
OG0008605	NCBP3_MOUSE	KAK2574578.1
OG0008609	ABH15_MOUSE	KAK2574597.1
OG0008306	CNOT2_MOUSE	KAK2572675.1
OG0008321	RRAS2_MOUSE	KAK2572839.1
OG0008338	BL1S6_MOUSE	KAK2573005.1
OG0008356	PALD_MOUSE	KAK2573157.1
OG0008372	PEX19_MOUSE	KAK2573276.1
OG0008389	MPI_MOUSE	KAK2573400.1
OG0008405	LRC58_MOUSE	KAK2573526.1
OG0008423	IFT46_MOUSE	KAK2573651.1
OG0008439	RL35A_MOUSE	KAK2573742.1
OG0008456	FLTOP_MOUSE	KAK2573846.1
OG0008460	ATP5J_MOUSE	KAK2573872.1
OG0008494	CBPC6_MOUSE	KAK2574061.1
OG0008499	LRC43_MOUSE	KAK2574070.1
OG0008515	AR6P4_MOUSE	KAK2574123.1
OG0008532	BOLA2_MOUSE	KAK2574181.1
OG0008536	FBXW8_MOUSE	KAK2574242.1
OG0008552	SRRM2_MOUSE	KAK2574320.1
OG0008570	MNT_MOUSE	KAK2574399.1
OG0008587	MET16_MOUSE	KAK2574498.1
OG0008604	FANCJ_MOUSE	KAK2574572.1
OG0008622	OSER1_MOUSE	KAK2574653.1
OG0008564	CC178_MOUSE	KAK2574373.1
OG0008569	RFC2_MOUSE	KAK2574390.1
OG0008603	RANG_MOUSE	KAK2574568.1
OG0008621	DPTOR_MOUSE	KAK2574645.1
OG0008483	RM50_MOUSE	KAK2574012.1
OG0008516	IFT20_MOUSE	KAK2574142.1
OG0008533	SPT6H_MOUSE	KAK2574192.1
OG0008549	PXMP2_MOUSE	KAK2574317.1
OG0008566	VPS28_MOUSE	KAK2574379.1
OG0008571	TCHP_MOUSE	KAK2574402.1
OG0008588	SANBR_MOUSE	KAK2574511.1
OG0008593	TRM44_MOUSE	KAK2574526.1
OG0008610	MED23_MOUSE	KAK2574606.1
OG0008949	PEO1_MOUSE	KAK2563833.1
OG0008953	PHF7_MOUSE	KAK2546920.1
OG0008959	RPTN_MOUSE	KAK2572652.1
OG0008961	WNT4_MOUSE	KAK2557709.1
OG0008964	ZN691_MOUSE	KAK2573226.1
OG0008965	RN186_MOUSE	KAK2551272.1
OG0008967	SOX19_MOUSE	KAK2553700.1
OG0008973	ITCH_MOUSE	KAK2572255.1
OG0008974	HS3S5_MOUSE	KAK2562712.1
OG0008976	TDRD5_MOUSE	KAK2567247.1
OG0008977	MERL_MOUSE	KAK2562250.1
